Row(d_year=1997, s_city='UNITED ST0', p_brand1='MFGR#1410', profit=2963.0)
Row(d_year=1997, s_city='UNITED ST1', p_brand1='MFGR#1428', profit=3727785.0)
Row(d_year=1997, s_city='UNITED ST1', p_brand1='MFGR#143 ', profit=4495401.0)
Row(d_year=1997, s_city='UNITED ST1', p_brand1='MFGR#1434', profit=6140537.0)
Row(d_year=1997, s_city='UNITED ST1', p_brand1='MFGR#1439', profit=4577158.0)
Row(d_year=1997, s_city='UNITED ST1', p_brand1='MFGR#145 ', profit=-115376.0)
Row(d_year=1997, s_city='UNITED ST1', p_brand1='MFGR#146 ', profit=-68229.0)
Row(d_year=1997, s_city='UNITED ST2', p_brand1='MFGR#141 ', profit=-73452.0)
Row(d_year=1997, s_city='UNITED ST2', p_brand1='MFGR#1411', profit=3352204.0)
Row(d_year=1997, s_city='UNITED ST2', p_brand1='MFGR#1418', profit=-187506.0)
Row(d_year=1997, s_city='UNITED ST2', p_brand1='MFGR#1421', profit=842061.0)
Row(d_year=1997, s_city='UNITED ST2', p_brand1='MFGR#1423', profit=1189122.0)
Row(d_year=1997, s_city='UNITED ST2', p_brand1='MFGR#1425', profit=6561150.0)
Row(d_year=1997, s_city='UNITED ST2', p_brand1='MFGR#1426', profit=549073.0)
Row(d_year=1997, s_city='UNITED ST2', p_brand1='MFGR#1427', profit=4028226.0)
Row(d_year=1997, s_city='UNITED ST2', p_brand1='MFGR#1428', profit=5144298.0)
Row(d_year=1997, s_city='UNITED ST2', p_brand1='MFGR#1429', profit=-95254.0)
Row(d_year=1997, s_city='UNITED ST2', p_brand1='MFGR#143 ', profit=4751624.0)
Row(d_year=1997, s_city='UNITED ST2', p_brand1='MFGR#1432', profit=399777.0)
Row(d_year=1997, s_city='UNITED ST2', p_brand1='MFGR#1433', profit=1070644.0)
Row(d_year=1997, s_city='UNITED ST2', p_brand1='MFGR#1435', profit=972077.0)
Row(d_year=1997, s_city='UNITED ST2', p_brand1='MFGR#1437', profit=6515678.0)
Row(d_year=1997, s_city='UNITED ST2', p_brand1='MFGR#144 ', profit=1870895.0)
Row(d_year=1997, s_city='UNITED ST2', p_brand1='MFGR#149 ', profit=6572887.0)
Row(d_year=1997, s_city='UNITED ST3', p_brand1='MFGR#141 ', profit=3769405.0)
Row(d_year=1997, s_city='UNITED ST3', p_brand1='MFGR#1411', profit=13368315.0)
Row(d_year=1997, s_city='UNITED ST3', p_brand1='MFGR#1415', profit=3785205.0)
Row(d_year=1997, s_city='UNITED ST3', p_brand1='MFGR#1417', profit=-99577.0)
Row(d_year=1997, s_city='UNITED ST3', p_brand1='MFGR#1418', profit=1426930.0)
Row(d_year=1997, s_city='UNITED ST3', p_brand1='MFGR#1419', profit=2298392.0)
Row(d_year=1997, s_city='UNITED ST3', p_brand1='MFGR#142 ', profit=3831978.0)
Row(d_year=1997, s_city='UNITED ST3', p_brand1='MFGR#1423', profit=7505710.0)
Row(d_year=1997, s_city='UNITED ST3', p_brand1='MFGR#1424', profit=7248192.0)
Row(d_year=1997, s_city='UNITED ST3', p_brand1='MFGR#1429', profit=2229470.0)
Row(d_year=1997, s_city='UNITED ST3', p_brand1='MFGR#1430', profit=1312533.0)
Row(d_year=1997, s_city='UNITED ST3', p_brand1='MFGR#1431', profit=8216499.0)
Row(d_year=1997, s_city='UNITED ST3', p_brand1='MFGR#1432', profit=-58140.0)
Row(d_year=1997, s_city='UNITED ST3', p_brand1='MFGR#1433', profit=1176723.0)
Row(d_year=1997, s_city='UNITED ST3', p_brand1='MFGR#1434', profit=2787631.0)
Row(d_year=1997, s_city='UNITED ST3', p_brand1='MFGR#1438', profit=2716799.0)
Row(d_year=1997, s_city='UNITED ST3', p_brand1='MFGR#1439', profit=8141667.0)
Row(d_year=1997, s_city='UNITED ST3', p_brand1='MFGR#144 ', profit=3205267.0)
Row(d_year=1997, s_city='UNITED ST3', p_brand1='MFGR#146 ', profit=7115470.0)
Row(d_year=1997, s_city='UNITED ST3', p_brand1='MFGR#147 ', profit=4407983.0)
Row(d_year=1997, s_city='UNITED ST3', p_brand1='MFGR#148 ', profit=5589818.0)
Row(d_year=1997, s_city='UNITED ST4', p_brand1='MFGR#1410', profit=-121075.0)
Row(d_year=1997, s_city='UNITED ST4', p_brand1='MFGR#1412', profit=5082434.0)
Row(d_year=1997, s_city='UNITED ST4', p_brand1='MFGR#1416', profit=3633098.0)
Row(d_year=1997, s_city='UNITED ST4', p_brand1='MFGR#1418', profit=6189806.0)
Row(d_year=1997, s_city='UNITED ST4', p_brand1='MFGR#1419', profit=3481537.0)
Row(d_year=1997, s_city='UNITED ST4', p_brand1='MFGR#1420', profit=2815578.0)
Row(d_year=1997, s_city='UNITED ST4', p_brand1='MFGR#1421', profit=9325330.0)
Row(d_year=1997, s_city='UNITED ST4', p_brand1='MFGR#1423', profit=4272764.0)
Row(d_year=1997, s_city='UNITED ST4', p_brand1='MFGR#1424', profit=4738910.0)
Row(d_year=1997, s_city='UNITED ST4', p_brand1='MFGR#1425', profit=6501134.0)
Row(d_year=1997, s_city='UNITED ST4', p_brand1='MFGR#1426', profit=665380.0)
Row(d_year=1997, s_city='UNITED ST4', p_brand1='MFGR#1427', profit=9978455.0)
Row(d_year=1997, s_city='UNITED ST4', p_brand1='MFGR#1428', profit=3180897.0)
Row(d_year=1997, s_city='UNITED ST4', p_brand1='MFGR#1431', profit=3436728.0)
Row(d_year=1997, s_city='UNITED ST4', p_brand1='MFGR#1439', profit=762024.0)
Row(d_year=1997, s_city='UNITED ST4', p_brand1='MFGR#1440', profit=1631883.0)
Row(d_year=1997, s_city='UNITED ST4', p_brand1='MFGR#145 ', profit=3952900.0)
Row(d_year=1997, s_city='UNITED ST4', p_brand1='MFGR#148 ', profit=1088653.0)
Row(d_year=1997, s_city='UNITED ST4', p_brand1='MFGR#149 ', profit=2278494.0)
Row(d_year=1997, s_city='UNITED ST5', p_brand1='MFGR#141 ', profit=-69364.0)
Row(d_year=1997, s_city='UNITED ST5', p_brand1='MFGR#1410', profit=5096358.0)
Row(d_year=1997, s_city='UNITED ST5', p_brand1='MFGR#1413', profit=2525843.0)
Row(d_year=1997, s_city='UNITED ST5', p_brand1='MFGR#1414', profit=2543017.0)
Row(d_year=1997, s_city='UNITED ST5', p_brand1='MFGR#1415', profit=-94537.0)
Row(d_year=1997, s_city='UNITED ST5', p_brand1='MFGR#1416', profit=9717611.0)
Row(d_year=1997, s_city='UNITED ST5', p_brand1='MFGR#1417', profit=8881656.0)
Row(d_year=1997, s_city='UNITED ST5', p_brand1='MFGR#1419', profit=-72433.0)
Row(d_year=1997, s_city='UNITED ST5', p_brand1='MFGR#142 ', profit=52606.0)
Row(d_year=1997, s_city='UNITED ST5', p_brand1='MFGR#1421', profit=-117718.0)
Row(d_year=1997, s_city='UNITED ST5', p_brand1='MFGR#1422', profit=2744232.0)
Row(d_year=1997, s_city='UNITED ST5', p_brand1='MFGR#1428', profit=4421576.0)
Row(d_year=1997, s_city='UNITED ST5', p_brand1='MFGR#1429', profit=910450.0)
Row(d_year=1997, s_city='UNITED ST5', p_brand1='MFGR#1430', profit=7439724.0)
Row(d_year=1997, s_city='UNITED ST5', p_brand1='MFGR#1431', profit=301530.0)
Row(d_year=1997, s_city='UNITED ST5', p_brand1='MFGR#1436', profit=6525391.0)
Row(d_year=1997, s_city='UNITED ST5', p_brand1='MFGR#144 ', profit=-65526.0)
Row(d_year=1997, s_city='UNITED ST5', p_brand1='MFGR#1440', profit=2677860.0)
Row(d_year=1997, s_city='UNITED ST5', p_brand1='MFGR#147 ', profit=2885411.0)
Row(d_year=1997, s_city='UNITED ST5', p_brand1='MFGR#148 ', profit=1199437.0)
Row(d_year=1997, s_city='UNITED ST6', p_brand1='MFGR#141 ', profit=5748427.0)
Row(d_year=1997, s_city='UNITED ST6', p_brand1='MFGR#1410', profit=4100795.0)
Row(d_year=1997, s_city='UNITED ST6', p_brand1='MFGR#1412', profit=-107512.0)
Row(d_year=1997, s_city='UNITED ST6', p_brand1='MFGR#1414', profit=3183154.0)
Row(d_year=1997, s_city='UNITED ST6', p_brand1='MFGR#1415', profit=5231814.0)
Row(d_year=1997, s_city='UNITED ST6', p_brand1='MFGR#1416', profit=9968387.0)
Row(d_year=1997, s_city='UNITED ST6', p_brand1='MFGR#1417', profit=-154361.0)
Row(d_year=1997, s_city='UNITED ST6', p_brand1='MFGR#1419', profit=16035981.0)
Row(d_year=1997, s_city='UNITED ST6', p_brand1='MFGR#1420', profit=7561263.0)
Row(d_year=1997, s_city='UNITED ST6', p_brand1='MFGR#1422', profit=1418551.0)
Row(d_year=1997, s_city='UNITED ST6', p_brand1='MFGR#1423', profit=-121017.0)
Row(d_year=1997, s_city='UNITED ST6', p_brand1='MFGR#1425', profit=2158480.0)
Row(d_year=1997, s_city='UNITED ST6', p_brand1='MFGR#1427', profit=6593652.0)
Row(d_year=1997, s_city='UNITED ST6', p_brand1='MFGR#1428', profit=5169515.0)
Row(d_year=1997, s_city='UNITED ST6', p_brand1='MFGR#143 ', profit=107085.0)
Row(d_year=1997, s_city='UNITED ST6', p_brand1='MFGR#1430', profit=3439311.0)
Row(d_year=1997, s_city='UNITED ST6', p_brand1='MFGR#1432', profit=-68106.0)
Row(d_year=1997, s_city='UNITED ST6', p_brand1='MFGR#1433', profit=6747763.0)
Row(d_year=1997, s_city='UNITED ST6', p_brand1='MFGR#1436', profit=-104928.0)
Row(d_year=1997, s_city='UNITED ST6', p_brand1='MFGR#1438', profit=944430.0)
Row(d_year=1997, s_city='UNITED ST6', p_brand1='MFGR#1439', profit=3949762.0)
Row(d_year=1997, s_city='UNITED ST6', p_brand1='MFGR#1440', profit=2866139.0)
Row(d_year=1997, s_city='UNITED ST6', p_brand1='MFGR#145 ', profit=5681438.0)
Row(d_year=1997, s_city='UNITED ST6', p_brand1='MFGR#147 ', profit=5061952.0)
Row(d_year=1997, s_city='UNITED ST6', p_brand1='MFGR#149 ', profit=1674309.0)
Row(d_year=1997, s_city='UNITED ST7', p_brand1='MFGR#1413', profit=519319.0)
Row(d_year=1997, s_city='UNITED ST7', p_brand1='MFGR#1414', profit=8521553.0)
Row(d_year=1997, s_city='UNITED ST7', p_brand1='MFGR#1415', profit=3206727.0)
Row(d_year=1997, s_city='UNITED ST7', p_brand1='MFGR#1417', profit=2648629.0)
Row(d_year=1997, s_city='UNITED ST7', p_brand1='MFGR#1418', profit=2076334.0)
Row(d_year=1997, s_city='UNITED ST7', p_brand1='MFGR#1421', profit=1392366.0)
Row(d_year=1997, s_city='UNITED ST7', p_brand1='MFGR#1424', profit=-115736.0)
Row(d_year=1997, s_city='UNITED ST7', p_brand1='MFGR#1426', profit=2434492.0)
Row(d_year=1997, s_city='UNITED ST7', p_brand1='MFGR#1427', profit=7439709.0)
Row(d_year=1997, s_city='UNITED ST7', p_brand1='MFGR#143 ', profit=7927477.0)
Row(d_year=1997, s_city='UNITED ST7', p_brand1='MFGR#1430', profit=4506595.0)
Row(d_year=1997, s_city='UNITED ST7', p_brand1='MFGR#1431', profit=310181.0)
Row(d_year=1997, s_city='UNITED ST7', p_brand1='MFGR#1434', profit=11154125.0)
Row(d_year=1997, s_city='UNITED ST7', p_brand1='MFGR#1435', profit=3182641.0)
Row(d_year=1997, s_city='UNITED ST7', p_brand1='MFGR#1436', profit=4865652.0)
Row(d_year=1997, s_city='UNITED ST7', p_brand1='MFGR#1437', profit=1007070.0)
Row(d_year=1997, s_city='UNITED ST7', p_brand1='MFGR#1439', profit=2073383.0)
Row(d_year=1997, s_city='UNITED ST7', p_brand1='MFGR#144 ', profit=71312.0)
Row(d_year=1997, s_city='UNITED ST7', p_brand1='MFGR#1440', profit=1217699.0)
Row(d_year=1997, s_city='UNITED ST7', p_brand1='MFGR#148 ', profit=2700142.0)
Row(d_year=1997, s_city='UNITED ST8', p_brand1='MFGR#141 ', profit=-57903.0)
Row(d_year=1997, s_city='UNITED ST8', p_brand1='MFGR#1410', profit=6219499.0)
Row(d_year=1997, s_city='UNITED ST8', p_brand1='MFGR#1412', profit=12598959.0)
Row(d_year=1997, s_city='UNITED ST8', p_brand1='MFGR#1413', profit=4953490.0)
Row(d_year=1997, s_city='UNITED ST8', p_brand1='MFGR#1414', profit=-81683.0)
Row(d_year=1997, s_city='UNITED ST8', p_brand1='MFGR#1415', profit=3355546.0)
Row(d_year=1997, s_city='UNITED ST8', p_brand1='MFGR#1416', profit=1245748.0)
Row(d_year=1997, s_city='UNITED ST8', p_brand1='MFGR#1417', profit=3427811.0)
Row(d_year=1997, s_city='UNITED ST8', p_brand1='MFGR#1423', profit=7725642.0)
Row(d_year=1997, s_city='UNITED ST8', p_brand1='MFGR#1425', profit=2346882.0)
Row(d_year=1997, s_city='UNITED ST8', p_brand1='MFGR#1427', profit=-94115.0)
Row(d_year=1997, s_city='UNITED ST8', p_brand1='MFGR#1428', profit=1796085.0)
Row(d_year=1997, s_city='UNITED ST8', p_brand1='MFGR#1429', profit=3092575.0)
Row(d_year=1997, s_city='UNITED ST8', p_brand1='MFGR#1430', profit=-92915.0)
Row(d_year=1997, s_city='UNITED ST8', p_brand1='MFGR#1431', profit=4647543.0)
Row(d_year=1997, s_city='UNITED ST8', p_brand1='MFGR#1432', profit=3707824.0)
Row(d_year=1997, s_city='UNITED ST8', p_brand1='MFGR#1434', profit=3628847.0)
Row(d_year=1997, s_city='UNITED ST8', p_brand1='MFGR#1435', profit=7100029.0)
Row(d_year=1997, s_city='UNITED ST8', p_brand1='MFGR#1438', profit=-117892.0)
Row(d_year=1997, s_city='UNITED ST8', p_brand1='MFGR#1439', profit=4419351.0)
Row(d_year=1997, s_city='UNITED ST8', p_brand1='MFGR#144 ', profit=-115615.0)
Row(d_year=1997, s_city='UNITED ST8', p_brand1='MFGR#1440', profit=39046.0)
Row(d_year=1997, s_city='UNITED ST8', p_brand1='MFGR#147 ', profit=5835809.0)
Row(d_year=1997, s_city='UNITED ST9', p_brand1='MFGR#141 ', profit=7537192.0)
Row(d_year=1997, s_city='UNITED ST9', p_brand1='MFGR#1410', profit=1926372.0)
Row(d_year=1997, s_city='UNITED ST9', p_brand1='MFGR#1415', profit=5411075.0)
Row(d_year=1997, s_city='UNITED ST9', p_brand1='MFGR#1417', profit=2848275.0)
Row(d_year=1997, s_city='UNITED ST9', p_brand1='MFGR#1418', profit=5177097.0)
Row(d_year=1997, s_city='UNITED ST9', p_brand1='MFGR#1421', profit=2426387.0)
Row(d_year=1997, s_city='UNITED ST9', p_brand1='MFGR#1423', profit=-64320.0)
Row(d_year=1997, s_city='UNITED ST9', p_brand1='MFGR#1424', profit=5319870.0)
Row(d_year=1997, s_city='UNITED ST9', p_brand1='MFGR#1427', profit=7487160.0)
Row(d_year=1997, s_city='UNITED ST9', p_brand1='MFGR#1428', profit=4831387.0)
Row(d_year=1997, s_city='UNITED ST9', p_brand1='MFGR#1431', profit=4769820.0)
Row(d_year=1997, s_city='UNITED ST9', p_brand1='MFGR#1433', profit=8772982.0)
Row(d_year=1997, s_city='UNITED ST9', p_brand1='MFGR#1434', profit=7160182.0)
Row(d_year=1997, s_city='UNITED ST9', p_brand1='MFGR#1439', profit=-97239.0)
Row(d_year=1997, s_city='UNITED ST9', p_brand1='MFGR#144 ', profit=4079896.0)
Row(d_year=1997, s_city='UNITED ST9', p_brand1='MFGR#1440', profit=-67864.0)
Row(d_year=1997, s_city='UNITED ST9', p_brand1='MFGR#145 ', profit=6763262.0)
Row(d_year=1997, s_city='UNITED ST9', p_brand1='MFGR#146 ', profit=5187213.0)
Row(d_year=1997, s_city='UNITED ST9', p_brand1='MFGR#148 ', profit=408040.0)
Row(d_year=1997, s_city='UNITED ST9', p_brand1='MFGR#149 ', profit=5619133.0)
Row(d_year=1998, s_city='UNITED ST0', p_brand1='MFGR#1413', profit=2289152.0)
Row(d_year=1998, s_city='UNITED ST0', p_brand1='MFGR#1416', profit=174011.0)
Row(d_year=1998, s_city='UNITED ST0', p_brand1='MFGR#1420', profit=2418581.0)
Row(d_year=1998, s_city='UNITED ST0', p_brand1='MFGR#1424', profit=2244027.0)
Row(d_year=1998, s_city='UNITED ST0', p_brand1='MFGR#1431', profit=7531740.0)
Row(d_year=1998, s_city='UNITED ST0', p_brand1='MFGR#1432', profit=4081859.0)
Row(d_year=1998, s_city='UNITED ST0', p_brand1='MFGR#1433', profit=847273.0)
Row(d_year=1998, s_city='UNITED ST0', p_brand1='MFGR#1435', profit=4262288.0)
Row(d_year=1998, s_city='UNITED ST0', p_brand1='MFGR#144 ', profit=4470212.0)
Row(d_year=1998, s_city='UNITED ST0', p_brand1='MFGR#1440', profit=11070181.0)
Row(d_year=1998, s_city='UNITED ST0', p_brand1='MFGR#145 ', profit=8474395.0)
Row(d_year=1998, s_city='UNITED ST0', p_brand1='MFGR#147 ', profit=-82945.0)
Row(d_year=1998, s_city='UNITED ST0', p_brand1='MFGR#148 ', profit=5853355.0)
Row(d_year=1998, s_city='UNITED ST0', p_brand1='MFGR#149 ', profit=7282266.0)
Row(d_year=1998, s_city='UNITED ST1', p_brand1='MFGR#1413', profit=1374204.0)
Row(d_year=1998, s_city='UNITED ST1', p_brand1='MFGR#1417', profit=1402009.0)
Row(d_year=1998, s_city='UNITED ST1', p_brand1='MFGR#1418', profit=2023078.0)
Row(d_year=1998, s_city='UNITED ST1', p_brand1='MFGR#1420', profit=-94540.0)
Row(d_year=1998, s_city='UNITED ST1', p_brand1='MFGR#1421', profit=2829463.0)
Row(d_year=1998, s_city='UNITED ST1', p_brand1='MFGR#143 ', profit=-80662.0)
Row(d_year=1998, s_city='UNITED ST1', p_brand1='MFGR#1437', profit=4197796.0)
Row(d_year=1998, s_city='UNITED ST1', p_brand1='MFGR#1438', profit=1266450.0)
Row(d_year=1998, s_city='UNITED ST1', p_brand1='MFGR#1440', profit=2747623.0)
Row(d_year=1998, s_city='UNITED ST1', p_brand1='MFGR#148 ', profit=4632943.0)
Row(d_year=1998, s_city='UNITED ST2', p_brand1='MFGR#1410', profit=6073550.0)
Row(d_year=1998, s_city='UNITED ST2', p_brand1='MFGR#1416', profit=9648417.0)
Row(d_year=1998, s_city='UNITED ST2', p_brand1='MFGR#1417', profit=3177459.0)
Row(d_year=1998, s_city='UNITED ST2', p_brand1='MFGR#142 ', profit=-65347.0)
Row(d_year=1998, s_city='UNITED ST2', p_brand1='MFGR#1420', profit=606172.0)
Row(d_year=1998, s_city='UNITED ST2', p_brand1='MFGR#1421', profit=2149678.0)
Row(d_year=1998, s_city='UNITED ST2', p_brand1='MFGR#1428', profit=4353168.0)
Row(d_year=1998, s_city='UNITED ST2', p_brand1='MFGR#1429', profit=-86368.0)
Row(d_year=1998, s_city='UNITED ST2', p_brand1='MFGR#1433', profit=6917944.0)
Row(d_year=1998, s_city='UNITED ST2', p_brand1='MFGR#1438', profit=-116456.0)
Row(d_year=1998, s_city='UNITED ST2', p_brand1='MFGR#1439', profit=-85884.0)
Row(d_year=1998, s_city='UNITED ST2', p_brand1='MFGR#144 ', profit=9804939.0)
Row(d_year=1998, s_city='UNITED ST2', p_brand1='MFGR#145 ', profit=-113992.0)
Row(d_year=1998, s_city='UNITED ST3', p_brand1='MFGR#141 ', profit=-98494.0)
Row(d_year=1998, s_city='UNITED ST3', p_brand1='MFGR#1411', profit=13385397.0)
Row(d_year=1998, s_city='UNITED ST3', p_brand1='MFGR#1412', profit=5067154.0)
Row(d_year=1998, s_city='UNITED ST3', p_brand1='MFGR#1416', profit=-81265.0)
Row(d_year=1998, s_city='UNITED ST3', p_brand1='MFGR#1418', profit=3686182.0)
Row(d_year=1998, s_city='UNITED ST3', p_brand1='MFGR#142 ', profit=319066.0)
Row(d_year=1998, s_city='UNITED ST3', p_brand1='MFGR#1420', profit=5742988.0)
Row(d_year=1998, s_city='UNITED ST3', p_brand1='MFGR#1424', profit=1174709.0)
Row(d_year=1998, s_city='UNITED ST3', p_brand1='MFGR#1427', profit=1199797.0)
Row(d_year=1998, s_city='UNITED ST3', p_brand1='MFGR#1431', profit=5786076.0)
Row(d_year=1998, s_city='UNITED ST3', p_brand1='MFGR#1434', profit=4930602.0)
Row(d_year=1998, s_city='UNITED ST3', p_brand1='MFGR#147 ', profit=7177129.0)
Row(d_year=1998, s_city='UNITED ST3', p_brand1='MFGR#148 ', profit=1368467.0)
Row(d_year=1998, s_city='UNITED ST3', p_brand1='MFGR#149 ', profit=39658.0)
Row(d_year=1998, s_city='UNITED ST4', p_brand1='MFGR#1410', profit=9496127.0)
Row(d_year=1998, s_city='UNITED ST4', p_brand1='MFGR#1411', profit=2102361.0)
Row(d_year=1998, s_city='UNITED ST4', p_brand1='MFGR#1414', profit=5716211.0)
Row(d_year=1998, s_city='UNITED ST4', p_brand1='MFGR#1420', profit=4819482.0)
Row(d_year=1998, s_city='UNITED ST4', p_brand1='MFGR#1422', profit=6096480.0)
Row(d_year=1998, s_city='UNITED ST4', p_brand1='MFGR#1424', profit=2195203.0)
Row(d_year=1998, s_city='UNITED ST4', p_brand1='MFGR#1432', profit=-103248.0)
Row(d_year=1998, s_city='UNITED ST4', p_brand1='MFGR#1436', profit=1726544.0)
Row(d_year=1998, s_city='UNITED ST4', p_brand1='MFGR#1439', profit=2270327.0)
Row(d_year=1998, s_city='UNITED ST4', p_brand1='MFGR#144 ', profit=601818.0)
Row(d_year=1998, s_city='UNITED ST5', p_brand1='MFGR#1414', profit=2306885.0)
Row(d_year=1998, s_city='UNITED ST5', p_brand1='MFGR#1417', profit=2479053.0)
Row(d_year=1998, s_city='UNITED ST5', p_brand1='MFGR#1419', profit=-90085.0)
Row(d_year=1998, s_city='UNITED ST5', p_brand1='MFGR#1424', profit=-88888.0)
Row(d_year=1998, s_city='UNITED ST5', p_brand1='MFGR#1426', profit=3182436.0)
Row(d_year=1998, s_city='UNITED ST5', p_brand1='MFGR#1427', profit=5907033.0)
Row(d_year=1998, s_city='UNITED ST5', p_brand1='MFGR#1428', profit=-117592.0)
Row(d_year=1998, s_city='UNITED ST5', p_brand1='MFGR#1429', profit=2480812.0)
Row(d_year=1998, s_city='UNITED ST5', p_brand1='MFGR#1431', profit=-102697.0)
Row(d_year=1998, s_city='UNITED ST5', p_brand1='MFGR#1436', profit=34599.0)
Row(d_year=1998, s_city='UNITED ST5', p_brand1='MFGR#1437', profit=-84382.0)
Row(d_year=1998, s_city='UNITED ST5', p_brand1='MFGR#1439', profit=-113937.0)
Row(d_year=1998, s_city='UNITED ST5', p_brand1='MFGR#1440', profit=944947.0)
Row(d_year=1998, s_city='UNITED ST5', p_brand1='MFGR#149 ', profit=3288198.0)
Row(d_year=1998, s_city='UNITED ST6', p_brand1='MFGR#141 ', profit=-86189.0)
Row(d_year=1998, s_city='UNITED ST6', p_brand1='MFGR#1410', profit=-97899.0)
Row(d_year=1998, s_city='UNITED ST6', p_brand1='MFGR#1412', profit=-58320.0)
Row(d_year=1998, s_city='UNITED ST6', p_brand1='MFGR#1413', profit=492258.0)
Row(d_year=1998, s_city='UNITED ST6', p_brand1='MFGR#1415', profit=556217.0)
Row(d_year=1998, s_city='UNITED ST6', p_brand1='MFGR#1416', profit=5512703.0)
Row(d_year=1998, s_city='UNITED ST6', p_brand1='MFGR#1417', profit=6327218.0)
Row(d_year=1998, s_city='UNITED ST6', p_brand1='MFGR#1419', profit=2284731.0)
Row(d_year=1998, s_city='UNITED ST6', p_brand1='MFGR#1421', profit=8685571.0)
Row(d_year=1998, s_city='UNITED ST6', p_brand1='MFGR#1424', profit=3863423.0)
Row(d_year=1998, s_city='UNITED ST6', p_brand1='MFGR#1428', profit=1817853.0)
Row(d_year=1998, s_city='UNITED ST6', p_brand1='MFGR#143 ', profit=2074909.0)
Row(d_year=1998, s_city='UNITED ST6', p_brand1='MFGR#1432', profit=5306280.0)
Row(d_year=1998, s_city='UNITED ST6', p_brand1='MFGR#1436', profit=2059291.0)
Row(d_year=1998, s_city='UNITED ST6', p_brand1='MFGR#1437', profit=-102157.0)
Row(d_year=1998, s_city='UNITED ST6', p_brand1='MFGR#1438', profit=5622640.0)
Row(d_year=1998, s_city='UNITED ST6', p_brand1='MFGR#1440', profit=2478526.0)
Row(d_year=1998, s_city='UNITED ST6', p_brand1='MFGR#145 ', profit=4013402.0)
Row(d_year=1998, s_city='UNITED ST6', p_brand1='MFGR#147 ', profit=4246082.0)
Row(d_year=1998, s_city='UNITED ST7', p_brand1='MFGR#1412', profit=1939906.0)
Row(d_year=1998, s_city='UNITED ST7', p_brand1='MFGR#1413', profit=7884825.0)
Row(d_year=1998, s_city='UNITED ST7', p_brand1='MFGR#1414', profit=10222369.0)
Row(d_year=1998, s_city='UNITED ST7', p_brand1='MFGR#1417', profit=4620937.0)
Row(d_year=1998, s_city='UNITED ST7', p_brand1='MFGR#1418', profit=1932061.0)
Row(d_year=1998, s_city='UNITED ST7', p_brand1='MFGR#1422', profit=3687869.0)
Row(d_year=1998, s_city='UNITED ST7', p_brand1='MFGR#1424', profit=6287600.0)
Row(d_year=1998, s_city='UNITED ST7', p_brand1='MFGR#1426', profit=8171821.0)
Row(d_year=1998, s_city='UNITED ST7', p_brand1='MFGR#1429', profit=4185513.0)
Row(d_year=1998, s_city='UNITED ST7', p_brand1='MFGR#143 ', profit=4274574.0)
