Row(c_nation='INDIA          ', s_nation='INDIA          ', d_year=1994, revenue=4459501733.0)
Row(c_nation='VIETNAM        ', s_nation='INDIA          ', d_year=1994, revenue=4445613337.0)
Row(c_nation='INDONESIA      ', s_nation='CHINA          ', d_year=1994, revenue=4441512703.0)
Row(c_nation='VIETNAM        ', s_nation='CHINA          ', d_year=1994, revenue=4411064605.0)
Row(c_nation='INDONESIA      ', s_nation='INDONESIA      ', d_year=1994, revenue=4305045311.0)
Row(c_nation='JAPAN          ', s_nation='CHINA          ', d_year=1994, revenue=4253864820.0)
Row(c_nation='JAPAN          ', s_nation='INDIA          ', d_year=1994, revenue=4244493342.0)
Row(c_nation='VIETNAM        ', s_nation='JAPAN          ', d_year=1994, revenue=4236449186.0)
Row(c_nation='CHINA          ', s_nation='JAPAN          ', d_year=1994, revenue=4179432657.0)
Row(c_nation='INDIA          ', s_nation='JAPAN          ', d_year=1994, revenue=4104865068.0)
Row(c_nation='INDONESIA      ', s_nation='JAPAN          ', d_year=1994, revenue=4037528387.0)
Row(c_nation='INDIA          ', s_nation='VIETNAM        ', d_year=1994, revenue=4028122027.0)
Row(c_nation='INDIA          ', s_nation='INDONESIA      ', d_year=1994, revenue=4016184069.0)
Row(c_nation='INDIA          ', s_nation='CHINA          ', d_year=1994, revenue=4002782755.0)
Row(c_nation='VIETNAM        ', s_nation='VIETNAM        ', d_year=1994, revenue=3976745551.0)
Row(c_nation='JAPAN          ', s_nation='INDONESIA      ', d_year=1994, revenue=3901779520.0)
Row(c_nation='JAPAN          ', s_nation='VIETNAM        ', d_year=1994, revenue=3865880236.0)
Row(c_nation='JAPAN          ', s_nation='JAPAN          ', d_year=1994, revenue=3858040157.0)
Row(c_nation='CHINA          ', s_nation='INDIA          ', d_year=1995, revenue=4774611686.0)
Row(c_nation='CHINA          ', s_nation='VIETNAM        ', d_year=1995, revenue=4700865202.0)
Row(c_nation='INDONESIA      ', s_nation='VIETNAM        ', d_year=1995, revenue=4539407003.0)
Row(c_nation='INDONESIA      ', s_nation='INDIA          ', d_year=1995, revenue=4467069114.0)
Row(c_nation='CHINA          ', s_nation='INDONESIA      ', d_year=1995, revenue=4417108801.0)
Row(c_nation='CHINA          ', s_nation='CHINA          ', d_year=1995, revenue=4410925767.0)
Row(c_nation='INDIA          ', s_nation='INDIA          ', d_year=1995, revenue=4358214671.0)
Row(c_nation='INDONESIA      ', s_nation='INDONESIA      ', d_year=1995, revenue=4351198372.0)
Row(c_nation='VIETNAM        ', s_nation='INDIA          ', d_year=1995, revenue=4350093586.0)
Row(c_nation='INDONESIA      ', s_nation='CHINA          ', d_year=1995, revenue=4340873506.0)
Row(c_nation='JAPAN          ', s_nation='CHINA          ', d_year=1995, revenue=4333581287.0)
Row(c_nation='VIETNAM        ', s_nation='INDONESIA      ', d_year=1995, revenue=4321972714.0)
Row(c_nation='VIETNAM        ', s_nation='CHINA          ', d_year=1995, revenue=4306305360.0)
Row(c_nation='JAPAN          ', s_nation='INDONESIA      ', d_year=1995, revenue=4299640063.0)
Row(c_nation='JAPAN          ', s_nation='INDIA          ', d_year=1995, revenue=4286779192.0)
Row(c_nation='INDONESIA      ', s_nation='JAPAN          ', d_year=1995, revenue=4201368011.0)
Row(c_nation='INDIA          ', s_nation='INDONESIA      ', d_year=1995, revenue=4192836578.0)
Row(c_nation='INDIA          ', s_nation='VIETNAM        ', d_year=1995, revenue=4104605586.0)
Row(c_nation='VIETNAM        ', s_nation='JAPAN          ', d_year=1995, revenue=4078348937.0)
Row(c_nation='CHINA          ', s_nation='JAPAN          ', d_year=1995, revenue=4046221519.0)
Row(c_nation='INDIA          ', s_nation='CHINA          ', d_year=1995, revenue=4022354782.0)
Row(c_nation='JAPAN          ', s_nation='VIETNAM        ', d_year=1995, revenue=4006961756.0)
Row(c_nation='VIETNAM        ', s_nation='VIETNAM        ', d_year=1995, revenue=3973532079.0)
Row(c_nation='JAPAN          ', s_nation='JAPAN          ', d_year=1995, revenue=3830204696.0)
Row(c_nation='INDIA          ', s_nation='JAPAN          ', d_year=1995, revenue=3524689448.0)
Row(c_nation='CHINA          ', s_nation='INDONESIA      ', d_year=1996, revenue=4720599210.0)
Row(c_nation='INDONESIA      ', s_nation='CHINA          ', d_year=1996, revenue=4694638569.0)
Row(c_nation='VIETNAM        ', s_nation='CHINA          ', d_year=1996, revenue=4661491994.0)
Row(c_nation='CHINA          ', s_nation='INDIA          ', d_year=1996, revenue=4535875204.0)
Row(c_nation='VIETNAM        ', s_nation='INDIA          ', d_year=1996, revenue=4528069493.0)
Row(c_nation='INDONESIA      ', s_nation='VIETNAM        ', d_year=1996, revenue=4498981638.0)
Row(c_nation='INDONESIA      ', s_nation='INDIA          ', d_year=1996, revenue=4486337702.0)
Row(c_nation='CHINA          ', s_nation='CHINA          ', d_year=1996, revenue=4484180849.0)
Row(c_nation='CHINA          ', s_nation='VIETNAM        ', d_year=1996, revenue=4443456066.0)
Row(c_nation='INDONESIA      ', s_nation='INDONESIA      ', d_year=1996, revenue=4402142558.0)
Row(c_nation='VIETNAM        ', s_nation='INDONESIA      ', d_year=1996, revenue=4374601986.0)
Row(c_nation='INDIA          ', s_nation='CHINA          ', d_year=1996, revenue=4294178409.0)
Row(c_nation='INDIA          ', s_nation='INDONESIA      ', d_year=1996, revenue=4237570199.0)
Row(c_nation='INDIA          ', s_nation='INDIA          ', d_year=1996, revenue=4233572249.0)
Row(c_nation='INDIA          ', s_nation='VIETNAM        ', d_year=1996, revenue=4226490534.0)
Row(c_nation='INDONESIA      ', s_nation='JAPAN          ', d_year=1996, revenue=4208812180.0)
Row(c_nation='JAPAN          ', s_nation='INDONESIA      ', d_year=1996, revenue=4180873258.0)
Row(c_nation='VIETNAM        ', s_nation='VIETNAM        ', d_year=1996, revenue=4166712395.0)
Row(c_nation='JAPAN          ', s_nation='INDIA          ', d_year=1996, revenue=4110152614.0)
Row(c_nation='VIETNAM        ', s_nation='JAPAN          ', d_year=1996, revenue=4109356098.0)
Row(c_nation='JAPAN          ', s_nation='JAPAN          ', d_year=1996, revenue=4076183356.0)
Row(c_nation='CHINA          ', s_nation='JAPAN          ', d_year=1996, revenue=4071656528.0)
Row(c_nation='JAPAN          ', s_nation='CHINA          ', d_year=1996, revenue=4009403515.0)
Row(c_nation='JAPAN          ', s_nation='VIETNAM        ', d_year=1996, revenue=4006537839.0)
Row(c_nation='INDIA          ', s_nation='JAPAN          ', d_year=1996, revenue=3679130435.0)
Row(c_nation='INDONESIA      ', s_nation='CHINA          ', d_year=1997, revenue=4579503497.0)
Row(c_nation='INDONESIA      ', s_nation='INDIA          ', d_year=1997, revenue=4526187246.0)
Row(c_nation='JAPAN          ', s_nation='VIETNAM        ', d_year=1997, revenue=4506455390.0)
Row(c_nation='CHINA          ', s_nation='CHINA          ', d_year=1997, revenue=4458518388.0)
Row(c_nation='INDONESIA      ', s_nation='INDONESIA      ', d_year=1997, revenue=4436082968.0)
Row(c_nation='VIETNAM        ', s_nation='INDIA          ', d_year=1997, revenue=4433908485.0)
Row(c_nation='INDIA          ', s_nation='INDONESIA      ', d_year=1997, revenue=4426909345.0)
Row(c_nation='CHINA          ', s_nation='INDONESIA      ', d_year=1997, revenue=4391095626.0)
Row(c_nation='INDIA          ', s_nation='INDIA          ', d_year=1997, revenue=4384219133.0)
Row(c_nation='CHINA          ', s_nation='INDIA          ', d_year=1997, revenue=4383810056.0)
Row(c_nation='INDONESIA      ', s_nation='VIETNAM        ', d_year=1997, revenue=4371332348.0)
Row(c_nation='VIETNAM        ', s_nation='VIETNAM        ', d_year=1997, revenue=4341009298.0)
Row(c_nation='VIETNAM        ', s_nation='CHINA          ', d_year=1997, revenue=4339423845.0)
Row(c_nation='JAPAN          ', s_nation='CHINA          ', d_year=1997, revenue=4305469315.0)
Row(c_nation='CHINA          ', s_nation='VIETNAM        ', d_year=1997, revenue=4256109956.0)
Row(c_nation='INDIA          ', s_nation='CHINA          ', d_year=1997, revenue=4231278222.0)
Row(c_nation='CHINA          ', s_nation='JAPAN          ', d_year=1997, revenue=4210492369.0)
Row(c_nation='VIETNAM        ', s_nation='INDONESIA      ', d_year=1997, revenue=4178078389.0)
Row(c_nation='INDIA          ', s_nation='VIETNAM        ', d_year=1997, revenue=4148648059.0)
Row(c_nation='JAPAN          ', s_nation='INDONESIA      ', d_year=1997, revenue=4120720083.0)
Row(c_nation='JAPAN          ', s_nation='INDIA          ', d_year=1997, revenue=4104738354.0)
Row(c_nation='VIETNAM        ', s_nation='JAPAN          ', d_year=1997, revenue=4061978381.0)
Row(c_nation='INDONESIA      ', s_nation='JAPAN          ', d_year=1997, revenue=4006139972.0)
Row(c_nation='JAPAN          ', s_nation='JAPAN          ', d_year=1997, revenue=3837381294.0)
Row(c_nation='INDIA          ', s_nation='JAPAN          ', d_year=1997, revenue=3590488044.0)
